Name,Address,City.State,ZIP,Number.of.Sites,Url,House.district,Senate.district
Channel View,"5150 Taft Road,","Clay Township, MI",48001,303,https://www.mhvillage.com/parks/15713,63,12
Algonac Mobile Home Park,"3812 Pointe Tremble Road,","Algonac, MI",48001,30,https://www.mhvillage.com/parks/15513,63,12
Thorn Hollow Mobile Home Park,"9600 Nook Road,","Algonac, MI",48001,45,https://www.mhvillage.com/parks/15511,63,12
Kingsbrook Estates,"4600 N. Van Dyke Road,","Almont, MI",48003,232,https://www.mhvillage.com/parks/443,65,24
Hunters Crossing,"150 Hunters Crossing Boulevard,","Capac, MI",48014,114,https://www.mhvillage.com/parks/30614,65,25
The Shores of Anchor Bay,"7061 Bethuy Road,","Fair Haven, MI",48023,659,https://www.mhvillage.com/parks/15512,63,12
Admirals Cove Senior Living,"10415 Le Grande Blvd,","Fair Haven, MI",48023,114,https://www.mhvillage.com/parks/106208,63,12
Northpointe Shores,"10431 Dixie Highway,","Fair Haven, MI",48023,12,https://www.mhvillage.com/parks/15928,63,12
Sunrise Mobile Home Park,"5690 Harris Road,","Jeddo, MI",48032,48,https://www.mhvillage.com/parks/15501,64,25
Sun Communities,"27777 Franklin Rd #200,","Southfield, MI",48034,NA,https://www.mhvillage.com/parks/108446,19,7
Southfield Mobile Home Park,"21301 Telegraph Road,","Southfield, MI",48034,190,https://www.mhvillage.com/parks/15074,18,7
Silver Springs,"43600 Park Drive West,","Clinton Township, MI",48036,547,https://www.mhvillage.com/parks/37937,61,12
Rudgate Clinton,"20475 Foster Drive,","Clinton Township, MI",48036,667,https://www.mhvillage.com/parks/302,61,11
Parkway Village LLC,"23500 South Keystone Way,","Clinton Township, MI",48036,242,https://www.mhvillage.com/parks/15090,61,12
Windsor Farms,"23680 Sandpiper Drive,","Clinton Township, MI",48036,620,https://www.mhvillage.com/parks/220,61,12
River's Edge,"38000 Le Chateau Blvd,","Clinton Township, MI",48038,1000,https://www.mhvillage.com/parks/15046,61,11
Shangri La Mobile Home Community,"6900 South River Road,","Marine City, MI",48039,270,https://www.mhvillage.com/parks/15324,63,25
Tag-A-Long Mobile Court,"6609 River Road,","Marine City, MI",48039,NA,https://www.mhvillage.com/parks/15499,63,25
Seaway Mobile Home Ranch,"50 Mack Avenue,","Marysville, MI",48040,156,https://www.mhvillage.com/parks/339,64,25
Marysville Senior Living,"3333 Ravenswood Road,","Marysville, MI",48040,230,https://www.mhvillage.com/parks/321,64,25
Clinton River,"4125 Riverview Circle,","Mount Clemens, MI",48043,132,https://www.mhvillage.com/parks/186,61,12
Westbrook,"45013 Catalpa Blvd.,","Macomb, MI",48044,NA,https://www.mhvillage.com/parks/126708,60,11
Camelot Villa,"17111 Hall Road,","Macomb, MI",48044,712,https://www.mhvillage.com/parks/15094,60,11
Westbridge Manor,"45301 Chateau Thierry Blvd.,","Macomb, MI",48044,1446,https://www.mhvillage.com/parks/251,60,11
Willow Point,"43400 Lenfesty Drive,","Harrison Township, MI",48045,284,https://www.mhvillage.com/parks/33956,62,12
Blue Sky Mobile Home Village,"36530 Jefferson Avenue,","Harrison Township, MI",48045,132,https://www.mhvillage.com/parks/15045,62,12
Lakeside Trailer Park,"27860 Hickler Lane,","Harrison Township, MI",48045,24,https://www.mhvillage.com/parks/15143,62,12
Harrison Court Co-op,"43301 Summit,","Harrison Township, MI",48045,131,https://www.mhvillage.com/parks/16037,62,12
Lakeshore Village Mobile Home Park,"35922 East Jefferson,","Harrison Township, MI",48045,NA,https://www.mhvillage.com/parks/15142,62,12
Lakeview Trailer Court,"37111 Main Street,","New Baltimore, MI",48047,NA,https://www.mhvillage.com/parks/15144,63,12
Millstone Pond,"37781 Sandstone Trail,","Lenox, MI",48048,263,https://www.mhvillage.com/parks/32594,65,25
Riverbrook,"59477 Hardy Lane,","New Haven, MI",48048,390,https://www.mhvillage.com/parks/224,65,25
Meadow Creek,"58701 Meadow Creek Boulevard,","New Haven, MI",48048,433,https://www.mhvillage.com/parks/35462,65,25
Quail Run,"33099 Willow,","Lenox, MI",48048,340,https://www.mhvillage.com/parks/15914,65,25
Pine Crest Estates,"30086 Pineview Circle,","Chesterfield, MI",48051,214,https://www.mhvillage.com/parks/31376,63,12
Fairchild Lake,"49645 Au Lac Road,","Chesterfield, MI",48051,300,https://www.mhvillage.com/parks/15138,63,12
Carriage Way,"29800 Guilford Circle,","Chesterfield, MI",48051,798,https://www.mhvillage.com/parks/222,63,12
Evergreen Meadows,"24 Mile Rd,","Chesterfield, MI",48051,NA,https://www.mhvillage.com/parks/105896,63,12
River's Edge a Quiet Community,"60 Hathaway Street,","East China, MI",48054,41,https://www.mhvillage.com/parks/15502,63,25
Indian Trail North,"3650 Metcalf Road,","Burtchville, MI",48059,496,https://www.mhvillage.com/parks/319,64,25
Birchwood Estates,"4333 24th Avenue,","Fort Gratiot, MI",48059,195,https://www.mhvillage.com/parks/15895,64,25
Birchwood Estates West,"3211 Keewahdin Rd,","Fort Gratiot, MI",48059,147,https://www.mhvillage.com/parks/72122,64,25
Brandymore Pines,"4400 Kraft Road,","Fort Gratiot, MI",48059,192,https://www.mhvillage.com/parks/15984,64,25
Marysville Farms,"Minnesota Road,","Port Huron, MI",48060,158,https://www.mhvillage.com/parks/29147,64,25
Minnesota Lake,"1219 Minnesota Road,","Port Huron, MI",48060,161,https://www.mhvillage.com/parks/16018,64,25
Stocks Creek,"3730 Lapeer Rd,","Port Huron, MI",48060,148,https://www.mhvillage.com/parks/29407,64,25
Edison Court,"2801 Griswold Street,","Port Huron, MI",48060,62,https://www.mhvillage.com/parks/425,64,25
Port Of Call Mobile Home Park,"4125 Dove Road,","Port Huron, MI",48060,148,https://www.mhvillage.com/parks/15934,64,25
Fenner's Mobile Village,"4172 Lapeer Road,","Port Huron, MI",48060,NA,https://www.mhvillage.com/parks/15508,64,25
Richmond Place,"36401 Division Road,","Richmond, MI",48062,117,https://www.mhvillage.com/parks/15145,65,25
Pinewood on the Lake,"2109 Redwood Avenue,","Columbus, MI",48063,380,https://www.mhvillage.com/parks/421,65,25
Ravinia Anchor Bay,"5407 Aloha Lane,","Casco, MI",48064,556,https://www.mhvillage.com/parks/15307,63,25
Springbrook Estates,"71400 Van Dyke Road,","Romeo, MI",48065,398,https://www.mhvillage.com/parks/15147,66,24
Romeo Mobile Manor,"400 Notre Dame Boulevard,","Romeo, MI",48065,98,https://www.mhvillage.com/parks/15146,66,24
Roseville Mobile Home Park,"25214 Gratiot Avenue,","Roseville, MI",48066,166,https://www.mhvillage.com/parks/15067,12,11
Ackels Mobile Home Community,"25151 Dequindre Road Lot #31,","Madison Heights, MI",48071,116,https://www.mhvillage.com/parks/15149,8,3
Madison Oaks MHC,"26131 Dequindre Road,","Madison Heights, MI",48071,263,https://www.mhvillage.com/parks/15160,8,3
Red Run Park Manufactured Housing Community,"1066 Linda Lane,","Madison Heights, MI",48071,122,https://www.mhvillage.com/parks/15087,57,3
The Lakes Estates,"5901 Lapeer Road,","Kimball, MI",48074,254,https://www.mhvillage.com/parks/15987,64,25
Kimball Estates,"5148 Dove Road,","Kimball, MI",48074,68,https://www.mhvillage.com/parks/15510,64,25
Somerset Meadows,"5665 Griswold Road,","Kimball, MI",48074,160,https://www.mhvillage.com/parks/15561,64,25
St. Clair Place,"2700 Cox Road,","Saint Clair, MI",48079,100,https://www.mhvillage.com/parks/15504,64,25
North Pointe Shores,"678 N Riverside Ave,","Saint Clair, MI",48079,NA,https://www.mhvillage.com/parks/126504,63,25
Troy Villa,"2100 Stephenson Highway,","Troy, MI",48083,282,https://www.mhvillage.com/parks/15175,56,9
Lafayette Place,"21155 Warner,","Warren, MI",48091,254,https://www.mhvillage.com/parks/15065,14,3
Landmark Estates MHP,"21908 Dequindre Rd,","Warren, MI",48091,106,https://www.mhvillage.com/parks/221,14,3
Glennwood Village,"2526 Morrissey Road,","Warren, MI",48091,147,https://www.mhvillage.com/parks/15233,14,3
Shadylane,"2709 Capitol Avenue,","Warren, MI",48091,249,https://www.mhvillage.com/parks/15088,14,3
Warren Estates,"3193 East Ten Mile Road,","Warren, MI",48091,333,https://www.mhvillage.com/parks/15092,14,3
Motor City MHP,"23765 Lawrence,","Warren, MI",48091,126,https://www.mhvillage.com/parks/15079,14,3
Eckert's Mobile Home Court,"2324 Eleven Mile Road Box 2,","Warren, MI",48091,77,https://www.mhvillage.com/parks/15140,14,3
Woodview Mobile Village,"7062 Ready Avenue,","Warren, MI",48091,NA,https://www.mhvillage.com/parks/15234,14,3
Continental Mobile Village,"20785 Schultes Avenue,","Warren, MI",48091,NA,https://www.mhvillage.com/parks/15093,14,3
Twin Pines MHP,"6815 11 Mile Road,","Warren, MI",48092,119,https://www.mhvillage.com/parks/15098,14,3
East Village Estates,"57400 Bedford Blvd.,","Washington, MI",48094,708,https://www.mhvillage.com/parks/253,66,24
Washington Mobile Home Park,"60630 Van Dyke Road,","Washington, MI",48094,100,https://www.mhvillage.com/parks/15102,66,24
Erie West Mobile Home Community LLC,"Po Box 344,","Washington, MI",48094,NA,https://www.mhvillage.com/parks/106894,66,24
Evergreen Mobile Estates,"102 Jean Street,","Yale, MI",48097,15,https://www.mhvillage.com/parks/15509,65,25
North Hill Village,"504 North Main Street,","Yale, MI",48097,42,https://www.mhvillage.com/parks/15498,65,25
Orchard Grove,"2835 South Wagner Rd.,","Ann Arbor, MI",48103,290,https://www.mhvillage.com/parks/391,33,14
Scio Farms,"6655 Jackson Road,","Ann Arbor, MI",48103,913,https://www.mhvillage.com/parks/15562,47,14
Sunnyside Park,"2740 Packard,","Ann Arbor, MI",48108,53,https://www.mhvillage.com/parks/15427,33,15
Andover Mobile Home Park,"Packard Road,","Ann Arbor, MI",48108,NA,https://www.mhvillage.com/parks/58190,33,15
Capitol Hills,"6300 West Adams,","Belleville, MI",48111,503,https://www.mhvillage.com/parks/514,31,4
American Presidential Estates,"6300 West Adams,","Belleville, MI",48111,503,https://www.mhvillage.com/parks/515,31,4
Rawsonville Woods,"10825 Rawsonville Road,","Belleville, MI",48111,536,https://www.mhvillage.com/parks/15057,31,4
Holiday West,"50333 Willis Road,","Belleville, MI",48111,844,https://www.mhvillage.com/parks/15189,31,4
Holiday Woods,"20749 Martinsville Road,","Belleville, MI",48111,323,https://www.mhvillage.com/parks/15306,31,4
Belle Villa Meadows,"955 Sumpter Road,","Belleville, MI",48111,246,https://www.mhvillage.com/parks/69874,31,4
Sylvan Valley Estates,"46537 Ecorse Road,","Belleville, MI",48111,17,https://www.mhvillage.com/parks/271,31,4
Belleville Manor,"8701 Belleville Road,","Belleville, MI",48111,358,https://www.mhvillage.com/parks/15044,31,4
Belle Villa Lake,"955 Sumpter Road,","Belleville, MI",48111,176,https://www.mhvillage.com/parks/15043,31,4
Van Buren Estates,"16800 Lohr Rd,","Belleville, MI",48111,310,https://www.mhvillage.com/parks/15053,31,4
Maple Leaf South,"51000 Michigan Avenue,","Belleville, MI",48111,147,https://www.mhvillage.com/parks/15208,31,4
Mobile Manor Trailer Park,"600 Sumpter Road,","Belleville, MI",48111,97,https://www.mhvillage.com/parks/15195,31,4
Park Estates,"51300 Michigan Avenue,","Belleville, MI",48111,128,https://www.mhvillage.com/parks/15875,31,4
Town & Country Estates,"51005 Old Michigan Avenue,","Belleville, MI",48111,137,https://www.mhvillage.com/parks/179,31,4
Belle Creek Mobile Village,"18100 Elwell Road,","Belleville, MI",48111,118,https://www.mhvillage.com/parks/15183,31,4
Lakeview Mobile Homes Court,"745 East Huron River Drive,","Belleville, MI",48111,58,https://www.mhvillage.com/parks/15191,31,4
Brookdale Farms,"46570 Willis Road,","Belleville, MI",48111,43,https://www.mhvillage.com/parks/15239,31,4
Sylvan Glen Estates,"6600 Grand River,","Brighton, MI",48114,476,https://www.mhvillage.com/parks/341,48,22
Brighton Village,"7500 Grand River Rd.,","Brighton, MI",48114,195,https://www.mhvillage.com/parks/388,48,22
Woodland Park MHP,"8005 West Grand River Avenue,","Brighton, MI",48114,65,https://www.mhvillage.com/parks/15415,49,22
Starlight Trailer Court,"7175 Bishop Road,","Brighton, MI",48116,48,https://www.mhvillage.com/parks/15413,49,22
Brighton Trailer Court,"614 Flint Road,","Brighton, MI",48116,9,https://www.mhvillage.com/parks/15422,49,22
The Orchards,"3600 Townsquare Boulevard,","Carleton, MI",48117,630,https://www.mhvillage.com/parks/33834,29,16
Carleton Mobile Home Park,"12500 Jones Rd.,","Carleton, MI",48117,228,https://www.mhvillage.com/parks/15338,29,16
Flat Rock Village,"11150 Telegraph Road,","Carleton, MI",48117,332,https://www.mhvillage.com/parks/15485,29,16
Yorkshire Manor,"1205 York Blvd.,","Carleton, MI",48117,280,https://www.mhvillage.com/parks/15309,29,16
Sylvan Crossing,"23351 Redwood Drive,","Chelsea, MI",48118,138,https://www.mhvillage.com/parks/37563,46,14
Hearthside Community,"17742 Dix Road,","Melvindale, MI",48122,70,https://www.mhvillage.com/parks/15185,3,1
Melvindale Mobile Home Park,"18630 Dix Road,","Melvindale, MI",48122,NA,https://www.mhvillage.com/parks/269,3,1
Pelham Mobile Home Park,"4128 Pelham Road,","Dearborn Heights, MI",48125,67,https://www.mhvillage.com/parks/15201,15,2
Pat's Trailer Park,"4650 South Telegraph Road,","Dearborn Heights, MI",48125,NA,https://www.mhvillage.com/parks/15200,15,2
Crestwood Estates,"26235 West Warren Avenue,","Dearborn Heights, MI",48127,196,https://www.mhvillage.com/parks/15181,15,2
Dearborn Trailer Park,"21851 West Warren Street,","Dearborn Heights, MI",48127,47,https://www.mhvillage.com/parks/15186,15,2
Riverside Properties Mobile,"17297 West Outer Drive,","Dearborn Heights, MI",48127,201,https://www.mhvillage.com/parks/15056,15,2
Country Heritage,"771 Mary Jean Court,","Dundee, MI",48131,213,https://www.mhvillage.com/parks/15969,31,16
Dundee Meadows,"202 Emerald Circle,","Dundee, MI",48131,80,https://www.mhvillage.com/parks/15951,31,16
Hidden Creek,"6400 South Dixie Highway,","Erie, MI",48133,351,https://www.mhvillage.com/parks/15937,30,16
Northtowne Meadows,"6255 Telegraph Road,","Erie, MI",48133,386,https://www.mhvillage.com/parks/15734,30,16
Erie Mobile Home Village,"6458 South Dixie Highway,","Erie, MI",48133,NA,https://www.mhvillage.com/parks/15486,30,16
Oakwood Mobile Home Park,"6517 Telegraph Road,","Erie, MI",48133,NA,https://www.mhvillage.com/parks/15481,30,16
Deerfield Estates,"26211 Telegraph Road,","Flat Rock, MI",48134,822,https://www.mhvillage.com/parks/15712,28,4
Country Meadows,"3211 Will Carleton Road,","Flat Rock, MI",48134,577,https://www.mhvillage.com/parks/516,29,4
Tanglewood Village,"25873 Manchester,","Brownstown, MI",48134,248,https://www.mhvillage.com/parks/32806,28,4
Flat Rock Terrace,"14210 Telegraph Road,","Flat Rock, MI",48134,123,https://www.mhvillage.com/parks/15487,28,4
Hidden Gardens MHP,"25821 Telegraph Road,","Flat Rock, MI",48134,65,https://www.mhvillage.com/parks/15182,28,4
Tiny Village Mobile Home Park,"4624 South Huron River Drive,","Flat Rock, MI",48134,23,https://www.mhvillage.com/parks/15478,28,16
Riverview Trailer Park,"2555 Henry Ruff Road,","Inkster, MI",48141,63,https://www.mhvillage.com/parks/15204,26,5
Pine Grove Mobile Home Park,"28312 Michigan Avenue,","Inkster, MI",48141,NA,https://www.mhvillage.com/parks/15202,26,5
Lincoln Park Mobile Home Village,"3075 Dix Highway,","Lincoln Park, MI",48146,171,https://www.mhvillage.com/parks/15058,2,1
Manchester Manor,"101 Hibbard Street,","Manchester, MI",48158,116,https://www.mhvillage.com/parks/15918,47,15
Pleasant Lake Mobile Home Park,"11285 East Pleasant Lake Road,","Manchester, MI",48158,24,https://www.mhvillage.com/parks/15429,47,14
Mill Race Shores Manufactured Housing Community,"563 Allen Road,","Milan, MI",48160,97,https://www.mhvillage.com/parks/15941,31,15
Meadowbrook Estates,"1250 Strandwyck,","Monroe, MI",48161,453,https://www.mhvillage.com/parks/331,30,16
Oakridge Estates,"75 Briarwood Trail,","Monroe, MI",48161,621,https://www.mhvillage.com/parks/15737,30,16
Raisin Ridge,"801 Franklin Blvd,","Monroe, MI",48161,404,https://www.mhvillage.com/parks/15994,31,16
Holiday South Mobile Home Park,"1675 South Willow Way,","Monroe, MI",48161,169,https://www.mhvillage.com/parks/15483,30,16
Willow Green,"2033 North Outer Drive,","Monroe, MI",48161,429,https://www.mhvillage.com/parks/15336,30,16
Sunny South Villa,"15377 South Telegraph,","Monroe, MI",48161,68,https://www.mhvillage.com/parks/15479,30,16
Monroe MHP LLC (Monroe Estates),"6385 North Monroe,","Monroe, MI",48161,27,https://www.mhvillage.com/parks/15482,28,16
Pleasantville MHC,"1045 Nadeau Road,","Monroe, MI",48162,152,https://www.mhvillage.com/parks/15337,28,16
Shamrock Mobile Home Park,"1811 North Telegraph Road,","Monroe, MI",48162,54,https://www.mhvillage.com/parks/15480,29,16
Frenchtown Estates,"1625 Nadeau Road,","Monroe, MI",48162,NA,https://www.mhvillage.com/parks/54475,28,16
Swan Creek,"23379 Island Drive,","New Boston, MI",48164,304,https://www.mhvillage.com/parks/15931,29,4
Kensington Place,"60501 Grand River,","New Hudson, MI",48165,488,https://www.mhvillage.com/parks/15063,49,23
Sun Outdoors Kensington Valley,"25800 Haas Rd,","New Hudson, MI",48165,NA,https://www.mhvillage.com/parks/127184,21,23
Kimberly Estates,"7769 Kimberly Dr,","Newport, MI",48166,387,https://www.mhvillage.com/parks/329,29,16
Newport Farms,"9059 W. Timberview Dr.,","Newport, MI",48166,513,https://www.mhvillage.com/parks/30588,28,16
Elizabeth Woods,"1250 Paree,","Newport, MI",48166,620,https://www.mhvillage.com/parks/105129,28,16
Frenchtown Villa / Elizabeth Woods,"1250 Paree,","Newport, MI",48166,1149,https://www.mhvillage.com/parks/15319,28,16
Northville Crossing,"9800 Bloomsbury Circle,","Northville, MI",48167,756,https://www.mhvillage.com/parks/15975,23,14
Country Estates MHC,"58000 West 8 Mile Road,","Northville, MI",48167,294,https://www.mhvillage.com/parks/209,21,13
Plymouth Hills,"14150 D Drive,","Plymouth, MI",48170,632,https://www.mhvillage.com/parks/214,23,13
Oak Haven MHC,"14401 Ridge Road,","Plymouth, MI",48170,141,https://www.mhvillage.com/parks/184,23,13
Meadowlands,"17305 Valencia Dr.,","Gibraltar, MI",48173,320,https://www.mhvillage.com/parks/33041,27,4
North Huron Manufactured Housing Community,"33151 Fort Road Site #6,","Rockwood, MI",48173,96,https://www.mhvillage.com/parks/15974,28,4
West Village Estates,"7040 Shawnee,","Romulus, MI",48174,629,https://www.mhvillage.com/parks/15923,26,4
Tela Valley Manufactured Home Community,"17707 Telegraph Road,","Brownstown Township, MI",48174,488,https://www.mhvillage.com/parks/182,28,4
Huron Estates,"22000 Inkster Road,","Romulus, MI",48174,806,https://www.mhvillage.com/parks/15184,29,4
Metro Commons,"28745 Van Born Rd.,","Romulus, MI",48174,227,https://www.mhvillage.com/parks/15194,26,4
Royal Village Mobile Home Community,"28261 Van Born Road,","Romulus, MI",48174,151,https://www.mhvillage.com/parks/15054,26,4
Saline Meadows,"6564 East Michigan Avenue Lot 39,","Saline, MI",48176,148,https://www.mhvillage.com/parks/15426,33,15
River Ridge,"289 Dundee,","Saline, MI",48176,288,https://www.mhvillage.com/parks/30003,33,15
Saline Mobile Home Park,"475 North Maple Road,","Saline, MI",48176,81,https://www.mhvillage.com/parks/15428,33,15
Silver Lake Mobile Park,"11071 Silverview Ct,","South Lyon, MI",48178,26,https://www.mhvillage.com/parks/15414,49,22
South Lyon Woods,"530 Lanier St.,","South Lyon, MI",48178,211,https://www.mhvillage.com/parks/15171,23,23
Woodland Ridge,"12250 Woodland Ridge Circle,","South Lyon, MI",48178,544,https://www.mhvillage.com/parks/32914,49,22
Huron River Mobile Home Park,"8025 South Huron River Road,","South Rockwood, MI",48179,89,https://www.mhvillage.com/parks/15750,28,16
Robbinwood,"7550 Beech Daly,","Taylor, MI",48180,361,https://www.mhvillage.com/parks/40851,29,1
Wellington Estates,"16031 Beech Daly Road,","Taylor, MI",48180,410,https://www.mhvillage.com/parks/15751,28,4
Inverness Mobile Home Community,"6230 Lewis Avenue,","Temperance, MI",48182,518,https://www.mhvillage.com/parks/415,30,16
Woodhaven Place,"23501 Van Horn Road,","Woodhaven, MI",48183,220,https://www.mhvillage.com/parks/15211,28,4
Creekside Estates,"20665 South Telegraph Road,","Trenton, MI",48183,158,https://www.mhvillage.com/parks/15192,28,4
Parkview Estates North,"3500 West Jefferson Avenue,","Trenton, MI",48183,65,https://www.mhvillage.com/parks/15198,27,4
Parkview Estates South,"3900 West Jefferson Avenue,","Trenton, MI",48183,60,https://www.mhvillage.com/parks/15199,27,4
Westborn Village,"7659 Inkster Road,","Westland, MI",48185,135,https://www.mhvillage.com/parks/15210,25,5
Mohawk MHC,"28495 Joy Road,","Westland, MI",48185,112,https://www.mhvillage.com/parks/15196,25,5
Big Trees Mobile Home Park,"28433 Joy Road,","Westland, MI",48185,NA,https://www.mhvillage.com/parks/15238,25,5
Westland Meadows,"30600 Van Born Road,","Westland, MI",48186,772,https://www.mhvillage.com/parks/15563,26,5
Old Orchard Mobile Home Park,"35270 Glenwood Road,","Westland, MI",48186,NA,https://www.mhvillage.com/parks/15197,25,5
Royal Holiday,"39500 West Warren Road, Lot 110,","Canton, MI",48187,436,https://www.mhvillage.com/parks/15206,24,5
Sherwood Village,"41275 Old Michigan,","Canton, MI",48188,385,https://www.mhvillage.com/parks/274,25,5
Academy / West Point,"41021 Old Michigan Ave,","Canton, MI",48188,441,https://www.mhvillage.com/parks/15209,25,5
Maple Leaf North,"51000 Mott Road,","Canton, MI",48188,230,https://www.mhvillage.com/parks/15052,24,5
College Park Estates,"51074 Mott Road #243,","Canton, MI",48188,230,https://www.mhvillage.com/parks/15047,24,5
Holiday Estates,"46000 Geddes Road Lot 416,","Canton, MI",48188,551,https://www.mhvillage.com/parks/15303,25,5
Glen Ridge,"41275 Old Michigan Ave.,","Canton, MI",48188,51,https://www.mhvillage.com/parks/273,25,5
Northfield Estates,"158 Emerald Circle,","Whitmore Lake, MI",48189,648,https://www.mhvillage.com/parks/15705,48,14
Hamburg Hills,"7243 Sheldon Road,","Whitmore Lake, MI",48189,152,https://www.mhvillage.com/parks/15417,48,22
Coventry Woods,"7243 Sheldon Road,","Whitmore Lake, MI",48189,195,https://www.mhvillage.com/parks/15935,48,22
University Mobile Estates,"11870 Heidelberg,","Whitmore Lake, MI",48189,55,https://www.mhvillage.com/parks/15411,49,22
Whittaker Oaks,"11333 Whittaker Road,","Whittaker, MI",48190,228,https://www.mhvillage.com/parks/31950,31,15
Augusta Woods,"8330 N. Brookston Drive,","Willis, MI",48191,484,https://www.mhvillage.com/parks/29550,31,15
Southgate MHC LLC,"12060 Dix-Toledo Road,","Southgate, MI",48195,70,https://www.mhvillage.com/parks/15207,2,4
Arbor Meadows,"5229 West Michigan Avenue,","Ypsilanti, MI",48197,409,https://www.mhvillage.com/parks/15711,32,15
Swan Creek,"6988 Mckean,","Ypsilanti, MI",48197,294,https://www.mhvillage.com/parks/15893,32,15
Coachville MHC,"3423 Carpenter Road,","Ypsilanti, MI",48197,121,https://www.mhvillage.com/parks/312,33,15
B-24 Mobile Home Park,"4785 Munger Road,","Ypsilanti, MI",48197,NA,https://www.mhvillage.com/parks/15433,32,15
Lakeview,"9910 Geraldine Street,","Ypsilanti, MI",48197,392,https://www.mhvillage.com/parks/15304,32,15
Arbor Woods,"1993 Arbor Woods Boulevard,","Ypsilanti, MI",48198,458,https://www.mhvillage.com/parks/15943,32,15
Timberlands,"3375 East Michigan Avenue,","Ypsilanti, MI",48198,184,https://www.mhvillage.com/parks/30335,32,15
Village Estates,"2580 Holmes Road,","Ypsilanti, MI",48198,71,https://www.mhvillage.com/parks/15425,32,15
Westridge Mobile Home Park,"1515 Ridge Road,","Ypsilanti, MI",48198,373,https://www.mhvillage.com/parks/15320,32,15
Greenbriar Estates,"2499 East Michigan Avenue,","Ypsilanti, MI",48198,78,https://www.mhvillage.com/parks/15321,32,15
Elmcrest Mobile Village,"2949 Montrose Avenue,","Ypsilanti, MI",48198,103,https://www.mhvillage.com/parks/16016,32,15
Lakeside Mobile Home Park,"14630 Riverside Boulevard,","Detroit, MI",48215,NA,https://www.mhvillage.com/parks/15190,10,3
June's Mobile Village,"395 Labadie Court,","Ecorse, MI",48229,125,https://www.mhvillage.com/parks/15062,2,1
Potters Trailer Park,"4470 9th Street,","Ecorse, MI",48229,NA,https://www.mhvillage.com/parks/15203,2,1
Long's Mobile Home Court,"26530 Plymouth Rd,","Redford, MI",48239,65,https://www.mhvillage.com/parks/15193,16,6
Warwick Village,"24600 Joy Road,","Detroit, MI",48239,208,https://www.mhvillage.com/parks/15051,3,2
Rochester Estates,"600 Le Grand Boulevard West,","Rochester, MI",48307,775,https://www.mhvillage.com/parks/15077,55,9
Avon on the Lake Senior Living,"2889 Sandpiper,","Rochester Hills, MI",48309,617,https://www.mhvillage.com/parks/33049,55,9
Rudgate Manor,"5150 Rudgate Boulevard,","Sterling Heights, MI",48310,931,https://www.mhvillage.com/parks/15089,57,9
Homestead Northland Estates MHP,"13933 Plumbrook,","Sterling Heights, MI",48312,NA,https://www.mhvillage.com/parks/108250,61,10
Sterling Estates,"43475 La Grand Boulevard,","Sterling Heights, MI",48314,760,https://www.mhvillage.com/parks/15148,57,9
Shelby Forest,"13955 Bronte Drive,","Shelby Township, MI",48315,664,https://www.mhvillage.com/parks/256,59,24
Shelby West,"12277 Conservation Trail,","Shelby Township, MI",48315,644,https://www.mhvillage.com/parks/15708,59,24
Dequindre Estates,"2017 Shirewood Dr.,","Shelby Township, MI",48317,303,https://www.mhvillage.com/parks/15707,59,24
Keego Harbor MHC,"3170 Orchard Lake Road,","Keego Harbor, MI",48320,93,https://www.mhvillage.com/parks/15158,20,13
Sheffield Estates,"165 South Opdyke Road,","Auburn Hills, MI",48326,228,https://www.mhvillage.com/parks/15550,54,7
College Heights,"3501 Auburn Road,","Auburn Hills, MI",48326,161,https://www.mhvillage.com/parks/15235,54,7
Lake in the Hills,"2700 Shimmons Road,","Auburn Hills, MI",48326,238,https://www.mhvillage.com/parks/599,54,7
Oakland Estates,"351 North Squirrel Road,","Auburn Hills, MI",48326,258,https://www.mhvillage.com/parks/267,54,7
Robbins Mobile Village,"3300 Elizabeth Lake Road,","Waterford, MI",48328,142,https://www.mhvillage.com/parks/15078,53,23
Mall Mobile Park,"20 North Tilden Avenue,","Waterford, MI",48328,NA,https://www.mhvillage.com/parks/15161,53,23
Maywood Estates,"20741 Tuck Road,","Farmington Hills, MI",48336,34,https://www.mhvillage.com/parks/260,18,6
Little Valley Estates,"20832 Tuck Road,","Farmington Hills, MI",48336,154,https://www.mhvillage.com/parks/15081,18,6
Flamingo Mobile Home Park,"22600 Middlebelt Road,","Farmington Hills, MI",48336,200,https://www.mhvillage.com/parks/15237,18,6
Farmington Hills Mobile Manor,"30030 West 8 Mile Road,","Farmington Hills, MI",48336,NA,https://www.mhvillage.com/parks/15177,18,6
"Neighbors of Leblanc, LLC","21331 Hamilton Avenue,","Farmington Hills, MI",48336,NA,https://www.mhvillage.com/parks/15159,18,6
Renselaer Court,"21335 Renselaer Court,","Farmington Hills, MI",48336,NA,https://www.mhvillage.com/parks/15169,18,6
Sunset Mobile Village,"28730 Grand River Avenue,","Farmington Hills, MI",48336,NA,https://www.mhvillage.com/parks/15173,18,6
Woodmont Mobile Court,"21395 Inkster Road,","Farmington Hills, MI",48336,NA,https://www.mhvillage.com/parks/15180,18,6
Walton Manor,"229 East Walton Blvd,","Pontiac, MI",48340,257,https://www.mhvillage.com/parks/202,53,7
